Code_BuildingVariant,Country,BuildingType,Age,Age_plot,n_air_infiltration,WWR,U_Wall_avg,U_Roof_avg,U_Floor_avg,U_Window_avg,g_Window_avg,set_p_T,n_air_use,q_int_tot,F_sh_hor,F_sh_ver,F_f,F_w,EU_set_p_T,EU_n_air_use,EU_q_int_tot,EU_F_sh_hor,EU_F_sh_ver,EU_F_f,EU_F_w,EU_q_int_tot,A_C_Ref,A_C_ExtDim,Code_AttachedNeighbours,n_Storey,Unit_m2,n_Apartment,q_h_nd,ClimateZone,Age_Harmonized,Age_plot_Harmonized,BuildingType3,WWR_harm_mean,WWR_harm_shape,WWR_harm_scale,U_Wall_harm_mean,U_Wall_harm_shape,U_Wall_harm_scale,U_Window_harm_mean,U_Window_harm_shape,U_Window_harm_scale,U_Roof_harm_mean,U_Roof_harm_shape,U_Roof_harm_scale,U_Floor_harm_mean,U_Floor_harm_shape,U_Floor_harm_scale,g_Window_harm_mean,g_Window_harm_shape,g_Window_harm_scale,n_air_infiltration_harm_mean,n_air_infiltration_harm_scale,n_air_infiltration_harm_shape,n_air_use_harm_mean,n_air_use_harm_scale,n_air_use_harm_shape,set_p_T_harm_mean,F_f_harm_mean,F_sh_ver_harm_mean,F_sh_hor_harm_mean,q_int_tot_harm_mean
FR.N.TH.10.Gen.ReEx.001.001,France,TH,2013,2013.0,0.1,0.1555882352941176,0.25,0.12,0.1899999999999999,1.4,0.63,19.0,0.4,4.17,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,93.0,0.0,B_N1,1.0,93.0,1.0,49.1,Hot,2010s,2013,MF_TH,0.1623026313342245,0.06250890368711472,0.16791057431549927,0.5277895324983091,0.5574643599991707,0.4736513689710409,1.4,0.05,1.4,0.13757850197787996,0.1315046018584891,0.13638922279955973,0.2169311094402102,0.13668717024816013,0.2148321388575289,0.63,0.05,0.63,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.MFH.01.Gen.ReEx.001.001,Greece,MFH,1980,1980.0,0.4,0.2002223761158391,2.78531746031746,3.05,3.1,4.7,0.58,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,947.75,1115.0,B_N2,4.0,63.18333333333333,15.0,40.9,Hot,1980-1989,1985,MF_TH,0.1552658379225623,0.28140309229453975,0.14203598701363324,1.1244663483321384,0.5684939311151906,0.889116391958613,4.263025210084034,0.102864729743403,4.240570359608472,3.05,0.05,3.0500000000000003,2.8011538461538468,0.10709436423368845,2.785166753742736,0.6,0.05,0.6,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.MFH.02.Gen.ReEx.001.001,Greece,MFH,1981-2000,1990.5,0.4,0.2851002071064075,2.8860686274509804,3.05,3.1,6.1,0.58,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1170.45,1377.0,B_N2,6.0,68.85000000000001,17.0,58.3,Hot,1990-1999,1995,MF_TH,0.15441822135083558,0.3429944285126608,0.15872945602502764,0.9152443215541578,0.5852720770214761,0.7083089325658766,4.2,0.05,4.2,3.05,0.05,3.0500000000000003,2.5,0.05990059990631036,2.5,0.58,0.05,0.58,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.MFH.03.Gen.ReEx.001.001,Greece,MFH,2001-2010,2005.5,0.4,0.2881857426640967,0.7,0.5,1.1165413531428572,4.1,0.51,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,357.0,420.0,B_N2,3.0,59.5,6.0,22.8,Hot,2000-2009,2005,MF_TH,0.16876993249066768,0.7053534645856143,0.14031240441601864,0.44680078761798003,0.3532662974769975,0.39632930152740115,4.1,0.05,4.1,0.5,0.05,0.5,2.0582706765714285,0.4941882294312987,1.830197819752983,0.565,0.05,0.565,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.MFH.04.Gen.ReEx.001.001,Greece,MFH,2011,2011.0,0.1,0.1813308886268549,0.6,0.5,0.5,3.2,0.55,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,637.5,750.0,B_Alone,5.0,79.6875,8.0,15.9,Hot,2010s,2013,MF_TH,0.1623026313342245,0.06250890368711472,0.16791057431549927,0.5277895324983091,0.5574643599991707,0.4736513689710409,3.2,0.05,3.2,0.5,0.05,0.5,0.85,0.4377343686769499,0.7745966692414834,0.55,0.05,0.55,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.SFH.01.Gen.ReEx.001.001,Greece,SFH,1980,1980.0,0.4,0.0842217952840742,1.65,3.05,2.502307692307693,3.8260504201680674,0.5417647058823529,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,110.5,130.0,B_Alone,1.0,110.5,1.0,80.2,Hot,1980-1989,1985,SFH,0.09356948431064174,0.10253646024534246,0.09414573335067722,1.1244663483321384,0.5684939311151906,0.889116391958613,4.263025210084034,0.102864729743403,4.240570359608472,3.05,0.05,3.0500000000000003,2.8011538461538468,0.10709436423368845,2.785166753742736,0.6,0.05,0.6,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.SFH.02.Gen.ReEx.001.001,Greece,SFH,1981-2000,1990.5,0.4,0.1032259256784707,1.2782115869017634,3.05,2.75,6.1,0.58,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,85.85,101.0,B_Alone,1.0,85.85,1.0,111.2,Hot,1990-1999,1995,SFH,0.13621435019261166,0.3570888438156399,0.11816789353097208,0.9152443215541578,0.5852720770214761,0.7083089325658766,4.2,0.05,4.2,3.05,0.05,3.0500000000000003,2.5,0.05990059990631036,2.5,0.58,0.05,0.58,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.SFH.03.Gen.ReEx.001.001,Greece,SFH,2001-2010,2005.5,0.4,0.0972694625138007,1.1712538226299694,0.5,3.0,4.1,0.51,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,216.75,255.0,B_Alone,2.5,216.75,1.0,31.5,Hot,2000-2009,2005,SFH,0.09244301950374699,0.1101350490238446,0.09190201779598196,0.44680078761798003,0.3532662974769975,0.39632930152740115,4.1,0.05,4.1,0.5,0.05,0.5,2.0582706765714285,0.4941882294312987,1.830197819752983,0.565,0.05,0.565,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
GR.ZoneA.SFH.04.Gen.ReEx.001.001,Greece,SFH,2011,2011.0,0.1,0.1064794062625604,0.6,0.5,1.2,3.2,0.55,20.0,0.25,6.1,0.9,0.8,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,127.5,150.0,B_N2,1.0,127.5,1.0,22.1,Hot,2010s,2013,SFH,0.17518694160066733,0.0058563973603886765,0.10710482152898165,0.5277895324983091,0.5574643599991707,0.4736513689710409,3.2,0.05,3.2,0.5,0.05,0.5,0.85,0.4377343686769499,0.7745966692414834,0.55,0.05,0.55,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.AB.02.Ind.ReEx.001.011,Hungary,AB,1945-1979,1962.0,0.4,0.1570942895963415,0.8,0.913,0.478718849,2.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2389.5,0.0,B_Alone,6.0,85.33928571428571,28.0,103.2,Temperate,1945-1969,1958,AB,0.19119668892268088,0.40613146984988396,0.17509499840228793,1.1793333333333333,0.25324986829619645,1.1445434765913063,2.8333333333333335,0.15861453346390952,2.796722355203492,0.8973883890000001,0.05,0.8965318690536467,0.5777651103333333,0.15326662139797093,0.5709688408948227,0.75,0.05,0.75,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
HU.N.AB.03.Ind.ReEx.001.011,Hungary,AB,1980-1989,1984.5,0.2,0.1954147530728545,0.7,0.436,0.478718849,2.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1876.0,0.0,B_Alone,5.0,62.53333333333333,30.0,89.3,Temperate,1980-1989,1985,AB,0.16342427408333363,0.13665744688048953,0.1618712953752517,1.1383333333333334,0.31228020964245257,1.0885511710481186,2.5,0.05,2.5,0.36944252051484056,0.12280689754266036,0.3665939286395927,0.6232906043333334,0.1761296931730388,0.6141249885453834,0.75,0.05,0.75,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
HU.N.AB.05.Gen.ReEx.001.001,Hungary,AB,2006,2006.0,0.1,0.2304682488774855,0.221,0.25,0.224750536,1.5,0.65,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1702.0,0.0,B_Alone,5.0,56.73333333333333,30.0,51.4,Temperate,2000-2009,2005,AB,0.18126907865573502,0.2551614599514148,0.17569529482643384,0.22099999999999997,0.05,0.22099999999999997,1.5,0.05,1.5,0.23008038759765048,0.06654426232071693,0.22956977959449418,0.29650035733333335,0.31668185841468277,0.28115860698977585,0.65,0.05,0.65,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
HU.N.MFH.01.Gen.ReEx.001.001,Hungary,MFH,1945,1944.0,0.4,0.1109239902529894,0.9672979093731748,0.538319638,0.754352031,3.5,0.7500000000000001,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1328.0,0.0,B_N2,3.0,57.73913043478261,23.0,189.3,Temperate,1900-1944,1920,MF_TH,0.08969821599950636,0.13645624430580777,0.08886601462683758,0.9551489546865873,0.05,0.9550716876438667,3.5,0.05,3.5,0.8961092884999999,0.4227803103093963,0.8215828764835986,0.8971760155,0.1605584242343938,0.8857347866263354,0.75,0.05,0.7500000000000001,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.MFH.02.Gen.ReEx.001.001,Hungary,MFH,1945-1979,1962.0,0.4,0.164969450101833,1.3690000000000002,0.843913368,0.695576482,2.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,838.0,0.0,B_N2,3.0,52.375,16.0,128.6,Temperate,1945-1969,1958,MF_TH,0.10590004034520094,0.3539400384814591,0.09949848207401261,1.1793333333333333,0.25324986829619645,1.1445434765913063,2.8333333333333335,0.15861453346390952,2.796722355203492,0.8973883890000001,0.05,0.8965318690536467,0.5777651103333333,0.15326662139797093,0.5709688408948227,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.MFH.03.Gen.ReEx.001.001,Hungary,MFH,1980-1989,1984.5,0.2,0.1233830354497876,1.346,0.3390728406702046,0.695576482,2.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,341.0,0.0,B_Alone,2.0,56.833333333333336,6.0,162.6,Temperate,1980-1989,1985,MF_TH,0.14474656409127115,0.20913152545700603,0.14139268791082357,1.1383333333333334,0.31228020964245257,1.0885511710481186,2.5,0.05,2.5,0.36944252051484056,0.12280689754266036,0.3665939286395927,0.6232906043333334,0.1761296931730388,0.6141249885453834,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.MFH.04.Gen.ReEx.001.001,Hungary,MFH,1990-2005,1997.5,0.1,0.1233830354497876,0.4939999999999999,0.3390728406702046,0.374578377,2.0,0.6500000000000001,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,340.0,0.0,B_Alone,2.0,56.66666666666666,6.0,90.7,Temperate,1990-1999,1995,MF_TH,0.09869062579866296,0.22387615314774406,0.09631714304794943,0.49399999999999994,0.05,0.49399999999999994,2.0,0.05,2.0,0.30685447186270065,0.10538399688383715,0.30515839102590747,0.374578377,0.05,0.374578377,0.6500000000000001,0.05,0.6500000000000001,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.MFH.05.Gen.ReEx.001.001,Hungary,MFH,2006,2006.0,0.1,0.1645923413200831,0.2209999999999999,0.2277142457929515,0.224750536,1.4999999999999998,0.65,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,373.0,0.0,B_N1,3.0,74.6,5.0,58.5,Temperate,2000-2009,2005,MF_TH,0.12115244538776115,0.32010760245865055,0.11554298228747925,0.22099999999999997,0.05,0.22099999999999997,1.5,0.05,1.5,0.23008038759765048,0.06654426232071693,0.22956977959449418,0.29650035733333335,0.31668185841468277,0.28115860698977585,0.65,0.05,0.65,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.SFH.01.Bel80.ReEx.001.011,Hungary,SFH,1945,1944.0,0.4,0.0674662668665667,0.9429999999999998,1.253898939,1.04,3.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,56.0,0.0,B_Alone,1.0,56.0,1.0,277.1,Temperate,1900-1944,1920,SFH,0.0814595783543017,0.17026329627929532,0.08027017030370068,0.9551489546865873,0.05,0.9550716876438667,3.5,0.05,3.5,0.8961092884999999,0.4227803103093963,0.8215828764835986,0.8971760155,0.1605584242343938,0.8857347866263354,0.75,0.05,0.7500000000000001,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.SFH.02.Bel80.ReEx.001.011,Hungary,SFH,1945-1979,1962.0,0.4,0.0917235494880546,1.369,0.935251799,0.559,3.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,59.4,0.0,B_Alone,1.0,59.4,1.0,265.2,Temperate,1945-1969,1958,SFH,0.09040280993198108,0.08853884110194069,0.09004662941971874,1.1793333333333333,0.25324986829619645,1.1445434765913063,2.8333333333333335,0.15861453346390952,2.796722355203492,0.8973883890000001,0.05,0.8965318690536467,0.5777651103333333,0.15326662139797093,0.5709688408948227,0.75,0.05,0.75,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.SFH.03.Gen.ReEx.001.001,Hungary,SFH,1980-1989,1984.5,0.2,0.0887743413516609,1.369,0.3332547208743169,0.695576482,2.5,0.75,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,103.2,0.0,B_Alone,2.0,103.2,1.0,178.9,Temperate,1980-1989,1985,SFH,0.09999427678698118,0.08334500218019228,0.09965351783074153,1.1383333333333334,0.31228020964245257,1.0885511710481186,2.5,0.05,2.5,0.36944252051484056,0.12280689754266036,0.3665939286395927,0.6232906043333334,0.1761296931730388,0.6141249885453834,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.SFH.04.Gen.ReEx.001.001,Hungary,SFH,1990-2005,1997.5,0.1,0.1233684738955823,0.494,0.2746361030551967,0.374578377,2.0,0.65,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,110.2,0.0,B_Alone,2.0,110.2,1.0,103.9,Temperate,1990-1999,1995,SFH,0.1437173499817899,0.1425472819673903,0.14226946238675556,0.49399999999999994,0.05,0.49399999999999994,2.0,0.05,2.0,0.30685447186270065,0.10538399688383715,0.30515839102590747,0.374578377,0.05,0.374578377,0.6500000000000001,0.05,0.6500000000000001,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
HU.N.SFH.05.Gen.ReEx.001.001,Hungary,SFH,2006,2006.0,0.1,0.1217010802680158,0.221,0.212526917,0.44,1.5,0.65,20.0,0.5,5.0,0.8,0.6,0.25,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,131.6,0.0,B_Alone,2.0,131.6,1.0,73.3,Temperate,2000-2009,2005,SFH,0.11125290711830527,0.07390431869868269,0.11094908566174723,0.22099999999999997,0.05,0.22099999999999997,1.5,0.05,1.5,0.23008038759765048,0.06654426232071693,0.22956977959449418,0.29650035733333335,0.31668185841468277,0.28115860698977585,0.65,0.05,0.65,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.AB.04.Gen.ReEx.001.001,Ireland,AB,1950-1966,1958.0,0.4,0.163637863250213,1.8963045938878265,2.3,1.1259130434782607,5.7,0.87,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1771.2,2174.55,B_Alone,5.0,55.35,32.0,260.9,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,2.162046099617931,0.09127740594495898,2.1532333632483764,4.15,0.05,4.15,1.1339464946620357,0.5269924562962989,1.1339464946620357,1.22994588658653,0.19924954553862814,1.2051504145030385,0.8682919254658384,0.05,0.8682885609797584,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.AB.06.Gen.ReEx.001.001,Ireland,AB,1978-1982,1980.0,0.2,0.1811543380502496,1.1668850643922075,0.4,1.22,3.669938510589843,0.7505010248235028,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1080.0,0.0,B_Alone,3.0,90.0,12.0,164.8,Temperate,1980-1989,1985,AB,0.2843827488406592,0.4121078330161749,0.2570231857261612,0.8678886796691702,0.3058126221085725,0.8289437511356637,3.6783230850983073,0.14645690510967443,3.637791552779458,0.4000000000000001,0.05,0.4,1.16,0.130315711924647,1.1509318293540682,0.7700835041372504,0.05,0.7692839196068495,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.AB.07.Gen.ReEx.001.001,Ireland,AB,1983-1993,1988.0,0.2,0.1753702720245471,0.6613179606264368,0.4,1.22,4.8,0.85,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,783.2,0.0,B_N2,5.0,39.16,20.0,116.5,Temperate,1980-1989,1985,AB,0.2843827488406592,0.4121078330161749,0.2570231857261612,0.8678886796691702,0.3058126221085725,0.8289437511356637,3.6783230850983073,0.14645690510967443,3.637791552779458,0.4000000000000001,0.05,0.4,1.16,0.130315711924647,1.1509318293540682,0.7700835041372504,0.05,0.7692839196068495,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.AB.08.Gen.ReEx.001.001,Ireland,AB,1994-2004,1999.0,0.2,0.1901864474541956,0.55,0.35,0.86,2.8,0.7499999999999999,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,629.79,740.94,B_N1,3.0,34.98833333333333,18.0,91.2,Temperate,1990-1999,1995,AB,0.26489184621733186,0.23864284857779364,0.25772187169094335,0.55,0.05,0.55,2.7999999999999994,0.05,2.8,0.29,0.1401257119748043,0.2870813061049048,0.7933333333333333,0.12477726668237182,0.7873725669334631,0.75,0.05,0.75,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.AB.09.Gen.ReEx.001.001,Ireland,AB,2005-2010,2007.5,0.2,0.1944256126009572,0.27,0.22,0.434782609,2.0,0.72,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1057.5,1175.0,B_Alone,4.0,66.09375,16.0,63.4,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.27,0.05,0.27,2.2666666666666666,0.15861453346390944,2.2373778841627936,0.18000000000000002,0.1501205285120489,0.17791840724554522,0.47826086966666664,0.06588441114020234,0.47724060873092394,0.73,0.05,0.729864239468808,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.AB.10.Gen.ReEx.001.001,Ireland,AB,2011,2011.0,0.2,0.2480717532156077,0.21,0.16,0.3599999999999999,1.3,0.63,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3804.0,0.0,B_Alone,5.0,79.25,48.0,39.8,Temperate,2010s,2013,AB,0.39849841232480687,0.30501852423170694,0.3795777446957727,0.21,0.05,0.21,1.3,0.05,1.3,0.16,0.05,0.15999999999999998,0.31999999999999995,0.08594720611032897,0.31879757075478327,0.63,0.05,0.63,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.01.325SB.ReEx.001.001,Ireland,SFH,1900,1900.0,0.4,0.1609918578830496,1.64,0.68,1.58,5.7,0.87,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,179.5,0.0,B_Alone,2.0,179.5,1.0,248.8,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,2.0159875045049627,0.11972179727944625,2.0020321221140644,5.231658291457286,0.08293083033995795,5.213710203497122,1.093964417854377,0.2674486858545756,1.093964417854377,1.4797165652557058,0.13995557772983677,1.4663589256420537,0.8595924064768287,0.05,0.8595385045135676,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.02.Gen.ReEx.001.001,Ireland,SFH,1900-1929,1914.5,0.4,0.1287209092549161,2.1,0.8328070175438596,1.5799999999999998,4.8,0.8500000000000001,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,82.4,0.0,B_Alone,1.0,82.4,1.0,334.5,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,2.0159875045049627,0.11972179727944625,2.0020321221140644,5.231658291457286,0.08293083033995795,5.213710203497122,1.093964417854377,0.2674486858545756,1.093964417854377,1.4797165652557058,0.13995557772983677,1.4663589256420537,0.8595924064768287,0.05,0.8595385045135676,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.03.Gen.ReEx.001.001,Ireland,SFH,1930-1949,1939.5,0.4,0.1059720638540479,2.2,1.028626880984952,1.58,4.8,0.85,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,105.0,0.0,B_Alone,1.0,105.0,1.0,349.3,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,2.0159875045049627,0.11972179727944625,2.0020321221140644,5.231658291457286,0.08293083033995795,5.213710203497122,1.093964417854377,0.2674486858545756,1.093964417854377,1.4797165652557058,0.13995557772983677,1.4663589256420537,0.8595924064768287,0.05,0.8595385045135676,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.04.Gen.ReEx.001.001,Ireland,SFH,1950-1966,1958.0,0.4,0.1902511078286558,2.249689791314157,0.864818222765588,0.9839246162813292,5.469409937888199,0.8648757763975156,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,141.1,0.0,B_Alone,1.0,141.1,1.0,276.7,Temperate,1945-1969,1958,SFH,0.17358034664968322,0.15973180481546848,0.17136477592310426,2.162046099617931,0.09127740594495898,2.1532333632483764,4.15,0.05,4.15,1.1339464946620357,0.5269924562962989,1.1339464946620357,1.22994588658653,0.19924954553862814,1.2051504145030385,0.8682919254658384,0.05,0.8682885609797584,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.05.Gen.ReEx.001.001,Ireland,SFH,1967-1977,1972.0,0.4,0.2365197746910551,1.78,0.68,1.38,5.700000000000001,0.87,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,115.1,0.0,B_Alone,1.0,115.1,1.0,277.2,Temperate,1970-1979,1975,SFH,0.17466545054785826,0.16004430150317475,0.17243051183817248,1.78,0.05,1.78,4.15,0.08592512846332967,4.15,1.005323695788812,0.33566403260041155,0.9512309006086717,1.48,0.06767067393488113,1.4766177569025776,0.86,0.05,0.8599418584997477,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.06.Gen.ReEx.001.001,Ireland,SFH,1978-1982,1980.0,0.2,0.1224012335832402,1.1,0.4,1.22,3.7,0.75,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,124.1,0.0,B_Alone,2.0,124.1,1.0,192.5,Temperate,1980-1989,1985,SFH,0.15426948477489133,0.17225266861868643,0.1520375573545001,0.8678886796691702,0.3058126221085725,0.8289437511356637,3.6783230850983073,0.14645690510967443,3.637791552779458,0.4000000000000001,0.05,0.4,1.16,0.130315711924647,1.1509318293540682,0.7700835041372504,0.05,0.7692839196068495,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.07.Gen.ReEx.001.001,Ireland,SFH,1983-1993,1988.0,0.2,0.1740678404971517,0.6,0.4,1.22,3.1,0.7599999999999999,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,142.2,0.0,B_Alone,1.0,142.2,1.0,174.8,Temperate,1980-1989,1985,SFH,0.15426948477489133,0.17225266861868643,0.1520375573545001,0.8678886796691702,0.3058126221085725,0.8289437511356637,3.6783230850983073,0.14645690510967443,3.637791552779458,0.4000000000000001,0.05,0.4,1.16,0.130315711924647,1.1509318293540682,0.7700835041372504,0.05,0.7692839196068495,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.08.Gen.ReEx.001.001,Ireland,SFH,1994-2004,1999.0,0.2,0.114713474445018,0.55,0.26,0.86,2.8,0.75,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,75.0,0.0,B_Alone,1.0,75.0,1.0,155.1,Temperate,1990-1999,1995,SFH,0.18543844848216295,0.2198117832810866,0.1814117002456447,0.55,0.05,0.55,2.7999999999999994,0.05,2.8,0.29,0.1401257119748043,0.2870813061049048,0.7933333333333333,0.12477726668237182,0.7873725669334631,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
IE.N.SFH.09.Gen.ReEx.001.001,Ireland,SFH,2005-2010,2007.5,0.2,0.1561940848331754,0.27,0.16,0.5,2.8,0.7499999999999999,18.6,0.4,5.0,1.0,0.77,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,109.08,0.0,B_Alone,2.0,109.08,1.0,104.5,Temperate,2000-2009,2005,SFH,0.17198970699649177,0.351633618042987,0.16194006790905713,0.27,0.05,0.27,2.2666666666666666,0.15861453346390944,2.2373778841627936,0.18000000000000002,0.1501205285120489,0.17791840724554522,0.47826086966666664,0.06588441114020234,0.47724060873092394,0.73,0.05,0.729864239468808,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
